ChemSpider,SMILES,original_format_type,Protein Binding Number,units,Reference,Measurement_type,is_open,is_predicted
54842,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,% bound,9,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
94651,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4445273,[H][C@@]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,% bound,89,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2253,NS(=O)(=O)C1=C(Cl)C=C2NC(CSCC3=CC=CC=C3)=NS(=O)(=O)C2=C1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
112728,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2457,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,% bound,76,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
25541,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,% bound,14,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
552174,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS([O-])(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS([O-])(=O)=O)[C@H]3NS([O-])(=O)=O)[C@H](O)[C@H]2OS([O-])(=O)=O)C(O)=O)[C@H](O)[C@H]1NS([O-])(=O)=O,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
12773,[H][C@@]12N(C)C3=C(C=C(C(OC)=C3)[C@]3(C[C@@H]4CN(C[C@](O)(CC)C4)CCC4=C3NC3=CC=CC=C43)C(=O)OC)[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H],% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4777,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10194105,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,% bound,22,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3225,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2701,ClC1=CC=CC(Cl)=C1NC1=NCCN1,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5137,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54770,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,% bound,18,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
19599,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
106796,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
64684,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,% bound,58,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10455,C[N+](C)(C)C[C@H](O)CC([O-])=O,% bound,0,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4534998,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2298266,CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O,% bound,35,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2925,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
49297,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,% bound,91,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
26847,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,% bound,66,%,http://www.medsafe.govt.nz/profs/datasheet/d/Dopergintab.pdf,Plasma Protein Binding,TRUE,FALSE
3045,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
13835459,C1CNCCN1,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3734,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2272258,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
390139,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,% bound,31,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
24605910,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10185,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2667,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,% bound,97.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5159,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8634,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2618,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,% bound,55,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2041901,CCC1=NC=CC(=C1)C(N)=S,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5695,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,% bound,45,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4514667,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2312,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4883445,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470600,[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5101,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
29046,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,% bound,68,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4319,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5791,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
57715,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,% bound,99.75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2707,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3397,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2004,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,% bound,78,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
106472,[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,% bound,47,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470605,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5656,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,% bound,74,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2694,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2160,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,% bound,96.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
49179,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54830,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)N1,% bound,81,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3890,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4066,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,% bound,6,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
17270,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,% bound,1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
49292,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1,% bound,70,%,Br J Clin Pharmacol. 1995 September; 40(3): 209–215.,Plasma Protein Binding,TRUE,FALSE
3070,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,% bound,84,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5660,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5332,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3892,CNC1(C)C2CCC(C2)C1(C)C,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
64300,CC(=O)NCCCS(O)(=O)=O,% bound,0,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2425,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10605761,CC(C)CC(NC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5165,CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,% bound,21,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
49104,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2626,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5293568,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
23175565,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,% bound,18,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3824,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,% bound,99.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5253,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
31872,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
14245,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10533326,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4047,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
56670,[H][C@@]12CN(C[C@]1([H])C2N)C1=C(F)C=C2C(=O)C(=CN(C3=C(F)C=C(F)C=C3)C2=N1)C(O)=O,% bound,76,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
29111,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,% bound,42,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4444535,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,% bound,98.82,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3276,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,% bound,83,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
82418,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
15968,OC1=CC2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C=C(O)C=C1,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
28163,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3322,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5287,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4510228,[O-][N+](=O)C1=CC=C(O1)\C=N/N1CC(=O)NC1=O,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10203511,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
58532,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,% bound,90.1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3958,CN1N=C(S\C1=N/C(C)=O)S(N)(=O)=O,% bound,55,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4514524,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,% bound,21,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5423,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
114457,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
51545,CC\1=C(/C/2=C/C3=N/C(=C\C4=C(C(=C(N4)/C=C\5/C(=C(C(=N5)/C=C1\N2)C(C)O)C)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=CC6=N7)N1)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C)/C(=C3CCC(=O)O)C)CCC(=O)O,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54812,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,% bound,36,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54839,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3277,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5961,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O,% bound,94.2,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5783,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,% bound,90,%,J Med Chem. 1985 May;28(5):613-20.,Plasma Protein Binding,TRUE,FALSE
39888,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
45608,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O,% bound,89,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5994,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54252,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,% bound,4,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
23731,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,% bound,36,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4514933,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,% bound,25,%,MIMS,Plasma Protein Binding,TRUE,FALSE
5382,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
390053,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10482084,CC(C)C1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10302871,C[N+]1=C(\C=N\O)C=CC=C1,% bound,64,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4895,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
7843323,COC1=CC2=C(NC(=N2)[S@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4573,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,% bound,69,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4892,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5551,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
6015,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,% bound,0,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54531,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4088,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2867,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,% bound,10,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3192,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4737,CCCNC(C)C(=O)NC1=CC=CC=C1C,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3128,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,% bound,64,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5337,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3472,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54666,[H][C@]12CC(CC3CC(C1)C(=O)CN23)OC(=O)C1=CNC2=CC=CC=C12,% bound,77,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54632,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4510286,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,% bound,67,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
58312,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],% bound,2,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54825,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=C1C=C(OC(=O)N1CCC(CC1)N1CCCCC1)C=C2,% bound,68,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
390090,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4444466,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
131636,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,% bound,81,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
33510,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3521,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,% bound,74,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54912,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
31608,NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4771,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,% bound,81,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
